SID,LEVEL,WORD,POS
222,B1,effective,adjective
223,B1,effectively,adverb
224,B1,effort,noun
225,B1,election,noun
226,B1,element,noun
227,B1,embarrassed,adjective
228,B1,embarrassing,adjective
229,B1,emergency,noun
230,B1,emotion,noun
231,B1,employment,noun
232,B1,empty,verb
233,B1,encourage,verb
234,B1,enemy,noun
235,B1,engaged,adjective
236,B1,engineering,noun
237,B1,entertain,verb
238,B1,entertainment,noun
239,B1,entrance,noun
240,B1,entry,noun
241,B1,environmental,adjective
242,B1,episode,noun
243,B1,equal,adjective
244,B1,equally,adverb
245,B1,escape,verb
246,B1,essential,adjective
247,B1,eventually,adverb
248,B1,examine,verb
249,B1,exchange,noun
250,B1,excitement,noun
251,B1,exhibition,noun
252,B1,exit,noun
253,B1,expand,verb
254,B1,expected,adjective
255,B1,experience,verb
256,B1,experienced,adjective
257,B1,experiment,verb
258,B1,explode,verb
259,B1,explore,verb
260,B1,explosion,noun
261,B1,export,noun
262,B1,extra,noun
263,B1,face,verb
264,B1,fairly,adverb
265,B1,familiar,adjective
266,B1,fancy,adjective
267,B1,far,adjective
268,B1,fascinating,adjective
269,B1,fashionable,adjective
270,B1,fasten,verb
271,B1,favor,noun
272,B1,fear,verb
273,B1,feature,verb
274,B1,federal,adjective
275,B1,fence,noun
276,B1,fighting,noun
277,B1,file,noun
278,B1,financial,adjective
279,B1,fitness,noun
280,B1,fixed,adjective
281,B1,flag,noun
282,B1,flood,noun
283,B1,flour,noun
284,B1,flow,verb
285,B1,fold,verb
286,B1,folk,noun
287,B1,following,noun
288,B1,force,noun
289,B1,forever,adverb
290,B1,frame,noun
291,B1,freeze,verb
292,B1,frequently,adverb
293,B1,friendship,noun
294,B1,frighten,verb
295,B1,frightened,adjective
296,B1,frightening,adjective
297,B1,frozen,adjective
298,B1,fry,verb
299,B1,fuel,noun
300,B1,function,noun
301,B1,fur,noun
302,B1,further,adverb
303,B1,garage,noun
304,B1,gather,verb
305,B1,generally,adverb
306,B1,generation,noun
307,B1,generous,adjective
308,B1,gentle,adjective
309,B1,gentleman,noun
310,B1,ghost,noun
311,B1,giant,adjective
312,B1,glad,adjective
313,B1,global,adjective
314,B1,glove,noun
315,B1,go,noun
316,B1,grade,noun
317,B1,graduate,noun
318,B1,grain,noun
319,B1,grateful,adjective
320,B1,growth,noun
321,B1,guard,noun
322,B1,guilty,adjective
323,B1,hand,verb
324,B1,hang,verb
325,B1,happiness,noun
326,B1,hardly,adverb
327,B1,hate,noun
328,B1,head,verb
329,B1,headline,noun
330,B1,heating,noun
331,B1,heavily,adverb
332,B1,helicopter,noun
333,B1,highlight,verb
334,B1,highly,adverb
335,B1,highway,noun
336,B1,hire,verb
337,B1,historic,adjective
338,B1,historical,adjective
339,B1,honest,adjective
340,B1,horrible,adjective
341,B1,horror,noun
342,B1,host,noun
343,B1,hunt,verb
344,B1,hurricane,noun
345,B1,hurry,noun
346,B1,identity,noun
347,B1,ignore,verb
348,B1,illegal,adjective
349,B1,imaginary,adjective
350,B1,immediate,adjective
351,B1,immigrant,noun
352,B1,impact,noun
353,B1,import,noun
354,B1,importance,noun
355,B1,impression,noun
356,B1,impressive,adjective
357,B1,improvement,noun
358,B1,incredibly,adverb
359,B1,indeed,adverb
360,B1,indicate,verb
361,B1,indirect,adjective
362,B1,indoor,adjective
363,B1,indoors,adverb
364,B1,influence,noun
365,B1,ingredient,noun
366,B1,injure,verb
367,B1,injured,adjective
368,B1,innocent,adjective
369,B1,intelligence,noun
370,B1,intend,verb
371,B1,intention,noun
372,B1,invest,verb
373,B1,investigate,verb
374,B1,involved,adjective
375,B1,iron,noun
376,B1,issue,noun
377,B1,IT,noun
378,B1,journal,noun
379,B1,journey,noun
380,B1,judge,noun
381,B1,key,verb
382,B1,keyboard,noun
383,B1,kick,verb
384,B1,killing,noun
385,B1,kind,adjective
386,B1,kiss,verb
387,B1,knock,noun
388,B1,label,noun
389,B1,laboratory,noun
390,B1,lack,noun
391,B1,latest,adjective
392,B1,lay,verb
393,B1,layer,noun
394,B1,lead,noun
395,B1,leading,adjective
396,B1,leaf,noun
397,B1,leather,noun
398,B1,legal,adjective
399,B1,leisure,noun
400,B1,length,noun
401,B1,level,adjective
402,B1,lie,verb
403,B1,like,noun
404,B1,limit,noun
405,B1,lip,noun
406,B1,liquid,noun
407,B1,literature,noun
408,B1,live,adjective
409,B1,living,adjective
410,B1,local,noun
411,B1,locate,verb
412,B1,located,adjective
413,B1,location,noun
414,B1,lonely,adjective
415,B1,loss,noun
416,B1,luxury,noun
417,B1,mad,adjective
418,B1,magic,noun
419,B1,mainly,adverb
420,B1,management,noun
421,B1,market,verb
422,B1,marketing,noun
423,B1,marriage,noun
424,B1,meanwhile,adverb
425,B1,measure,verb
426,B1,medium,adjective
427,B1,mental,adjective
428,B1,mention,noun
429,B1,mess,noun
430,B1,mild,adjective
431,B1,mine,noun
432,B1,mix,verb
433,B1,mixture,noun
434,B1,mood,noun
435,B1,move,noun
436,B1,mud,noun
437,B1,murder,noun
438,B1,muscle,noun
439,B1,musical,noun
440,B1,mystery,noun
441,B1,nail,noun
442,B1,narrative,noun
443,B1,nation,noun
444,B1,native,adjective
445,B1,naturally,adverb
446,B1,neat,adjective
447,B1,necessarily,adverb
448,B1,needle,noun
449,B1,neither,adverb
450,B1,net,noun
451,B1,next,noun
452,B1,normal,noun
453,B1,northern,adjective
454,B1,note,verb
455,B1,nuclear,adjective
456,B1,obvious,adjective
457,B1,obviously,adverb
458,B1,occasion,noun
459,B1,occur,verb
460,B1,odd,adjective
461,B1,official,adjective
462,B1,old-fashioned,adjective
463,B1,operation,noun
464,B1,organized,adjective
465,B1,organizer,noun
466,B1,original,noun
467,B1,originally,adverb
468,B1,outdoor,adjective
469,B1,outdoors,adverb
470,B1,overseas,adjective
471,B1,pack,noun
472,B1,package,noun
473,B1,painful,adjective
474,B1,pale,adjective
475,B1,pan,noun
476,B1,participate,verb
477,B1,particularly,adverb
478,B1,pass,noun
479,B1,passion,noun
480,B1,path,noun
481,B1,payment,noun
482,B1,peaceful,adjective
483,B1,percentage,noun
484,B1,perfectly,adverb
485,B1,performance,noun
486,B1,personally,adverb
487,B1,persuade,verb
488,B1,photographer,noun
489,B1,photography,noun
490,B1,pin,noun
491,B1,pipe,noun
492,B1,place,verb
493,B1,planning,noun
494,B1,pleasant,adjective
495,B1,pleasure,noun
496,B1,plot,noun
497,B1,poem,noun
498,B1,poet,noun
499,B1,poetry,noun
500,B1,point,verb
501,B1,poison,noun
502,B1,poisonous,adjective
503,B1,policy,noun
504,B1,political,adjective
505,B1,politician,noun
506,B1,politics,noun
507,B1,port,noun
508,B1,portrait,noun
509,B1,possibly,adverb
510,B1,pot,noun
511,B1,pour,verb
512,B1,poverty,noun
513,B1,powder,noun
514,B1,powerful,adjective
515,B1,practical,adjective
516,B1,pray,verb
517,B1,prayer,noun
518,B1,prediction,noun
519,B1,prepared,adjective
520,B1,presentation,noun
521,B1,press,noun
522,B1,pressure,noun
523,B1,pretend,verb
524,B1,previous,adjective
525,B1,previously,adverb
526,B1,priest,noun
527,B1,primary,adjective
528,B1,prince,noun
529,B1,princess,noun
530,B1,principal,noun
531,B1,printing,noun
532,B1,prisoner,noun
533,B1,private,adjective
534,B1,producer,noun
535,B1,production,noun
536,B1,profession,noun
537,B1,profit,noun
538,B1,program,verb
539,B1,promote,verb
540,B1,proper,adjective
541,B1,properly,adverb
542,B1,property,noun
543,B1,protest,noun
544,B1,proud,adjective
545,B1,prove,verb
546,B1,pull,noun
547,B1,punish,verb
548,B1,punishment,noun
549,B1,push,noun
550,B1,qualification,noun
551,B1,qualified,adjective
552,B1,qualify,verb
553,B1,quit,verb
554,B1,quotation,noun
555,B1,quote,verb
556,B1,race,noun
557,B1,racing,noun
558,B1,raise,noun
559,B1,range,noun
560,B1,rare,adjective
561,B1,rarely,adverb
562,B1,reaction,noun
563,B1,reality,noun
564,B1,receipt,noun
565,B1,recommendation,noun
566,B1,reference,noun
567,B1,reflect,verb
568,B1,regularly,adverb
569,B1,reject,verb
570,B1,relate,verb
571,B1,related,adjective
572,B1,relation,noun
573,B1,relative,adjective
574,B1,relaxed,adjective
575,B1,relaxing,adjective
576,B1,release,verb
577,B1,reliable,adjective
578,B1,religion,noun
579,B1,religious,adjective
580,B1,remain,verb
581,B1,remind,verb
582,B1,remote,adjective
583,B1,rent,noun
584,B1,repair,noun
585,B1,repeat,noun
586,B1,repeated,adjective
587,B1,represent,verb
588,B1,request,verb
589,B1,require,verb
590,B1,reservation,noun
591,B1,resource,noun
592,B1,respect,noun
593,B1,responsibility,noun
594,B1,responsible,adjective
595,B1,result,verb
596,B1,retire,verb
597,B1,retired,adjective
598,B1,revise,verb
599,B1,ring,noun
600,B1,risk,noun
601,B1,robot,noun
602,B1,roll,verb
603,B1,romantic,adjective
604,B1,rope,noun
605,B1,rough,adjective
606,B1,row,noun
607,B1,royal,adjective
608,B1,rule,verb
609,B1,safety,noun
610,B1,sail,noun
611,B1,sailor,noun
612,B1,sample,noun
613,B1,sand,noun
614,B1,scan,verb
615,B1,scientific,adjective
616,B1,script,noun
617,B1,sculpture,noun
618,B1,secondary,adjective
619,B1,security,noun
620,B1,seed,noun
621,B1,sensible,adjective
622,B1,separate,verb
623,B1,seriously,adverb
624,B1,servant,noun
625,B1,set,noun
626,B1,set,verb
627,B1,setting,noun
628,B1,sex,noun
629,B1,sexual,adjective
630,B1,shake,noun
631,B1,share,noun
632,B1,sharp,adjective
633,B1,shelf,noun
634,B1,shell,noun
635,B1,shift,noun
636,B1,shine,verb
637,B1,shiny,adjective
638,B1,shoot,verb
639,B1,shy,adjective
640,B1,sight,noun
641,B1,signal,noun
642,B1,silent,adjective
643,B1,silly,adjective
644,B1,similarity,noun
645,B1,similarly,adverb
646,B1,simply,adverb
647,B1,since,adverb
648,B1,sink,verb
649,B1,slave,noun
650,B1,slice,noun
651,B1,slightly,adverb
652,B1,slow,verb
653,B1,smooth,adjective
654,B1,software,noun
655,B1,soil,noun
656,B1,solid,adjective
657,B1,sort,verb
658,B1,southern,adjective
659,B1,specifically,adverb
660,B1,spending,noun
661,B1,spicy,adjective
662,B1,spirit,noun
663,B1,spoken,adjective
664,B1,spot,noun
665,B1,spread,verb
666,B1,spring,verb
667,B1,stadium,noun
668,B1,staff,noun
669,B1,standard,noun
670,B1,state,adjective
671,B1,statistic,noun
672,B1,statue,noun
673,B1,stick,noun
674,B1,stick,verb
675,B1,still,adjective
676,B1,store,verb
677,B1,stranger,noun
678,B1,strength,noun
679,B1,string,noun
680,B1,strongly,adverb
681,B1,studio,noun
682,B1,stuff,noun
683,B1,substance,noun
684,B1,successfully,adverb
685,B1,sudden,adjective
686,B1,suffer,verb
687,B1,suit,verb
688,B1,suitable,adjective
689,B1,summarize,verb
690,B1,summary,noun
691,B1,supply,noun
692,B1,supporter,noun
693,B1,surface,noun
694,B1,survive,verb
695,B1,swim,noun
696,B1,switch,verb
697,B1,symptom,noun
698,B1,tail,noun
699,B1,talent,noun
700,B1,talented,adjective
701,B1,tape,noun
702,B1,tax,noun
703,B1,technical,adjective
704,B1,technique,noun
705,B1,tend,verb
706,B1,tent,noun
707,B1,theme,noun
708,B1,theory,noun
709,B1,throat,noun
710,B1,tight,adjective
711,B1,tiny,adjective
712,B1,tip,verb
713,B1,tire,noun
714,B1,toe,noun
715,B1,ton,noun
716,B1,tongue,noun
717,B1,total,adjective
718,B1,totally,adverb
719,B1,touch,noun
720,B1,tour,verb
721,B1,trade,noun
722,B1,trainer,noun
723,B1,translate,verb
724,B1,translation,noun
725,B1,transport,verb
726,B1,treat,verb
727,B1,treatment,noun
728,B1,trend,noun
729,B1,trick,noun
730,B1,truth,noun
731,B1,tube,noun
732,B1,type,verb
733,B1,typically,adverb
734,B1,ugly,adjective
735,B1,unable,adjective
736,B1,uncomfortable,adjective
737,B1,underwear,noun
738,B1,unemployed,adjective
739,B1,unemployment,noun
740,B1,unfair,adjective
741,B1,union,noun
742,B1,unlikely,adjective
743,B1,unnecessary,adjective
744,B1,unpleasant,adjective
745,B1,update,verb
746,B1,upset,adjective
747,B1,used,adjective
748,B1,used,adjective
749,B1,valuable,adjective
750,B1,value,noun
751,B1,various,adjective
752,B1,version,noun
753,B1,victim,noun
754,B1,view,verb
755,B1,viewer,noun
756,B1,violent,adjective
757,B1,volunteer,noun
758,B1,vote,noun
759,B1,warm,verb
760,B1,warn,verb
761,B1,warning,noun
762,B1,waste,noun
763,B1,water,verb
764,B1,wave,verb
765,B1,weapon,noun
766,B1,weigh,verb
767,B1,western,adjective
768,B1,while,noun
769,B1,whole,noun
770,B1,will,noun
771,B1,win,noun
772,B1,wing,noun
773,B1,wonder,verb
774,B1,wool,noun
775,B1,worldwide,adjective
776,B1,worry,noun
777,B1,worth,adjective
778,B1,written,adjective
779,B1,wrong,adverb
780,B1,young,noun
781,B1,youth,noun
